application_id,country_code,secondary_income,application_date,last_login,applicant_age,annual_income,credit_score,loan_amount,num_dependents,debt_to_income,account_score,monthly_payment,employment_type,loan_purpose,region,marital_status,branch_code,application_notes,is_homeowner,has_cosigner,loan_default
APP-200394,TWN,,2021-02-22,2022/07/24,44.0,98788.0,591,65675.26,1,0.163,3.02,"$1,947.69",Salaried,Medical,North,Married,BR-013,Borrower applies for credit toward a new vehicle purchase; existing customer over 5 years. Ref-900394.,No,false,No
APP-200395,TWN,Freelance,NA,10/19/2023,48.0,57968.0,506,103732.77,4,0.382,1.68,"$2,629.00",Salaried,Home,North,Married,BR-033,Borrower seeks a loan to cover expanding a small business; existing customer over 5 years. Ref-900395.,No,false,Yes
APP-200396,TWN,n/a,n/a,10-06-2023,18.0,59406.0,636,65488.62,2,0.228,7.57,"$1,899.61",Salaried,Home,North,Single,BR-038,Applicant seeks a loan to cover medical expenses; moderate credit risk profile. Ref-900396.,No,true,No
APP-200397,TWN,?,2021-08-12,03/10/2024,54.0,34946.0,662,35581.1,2,0.291,1.66,"$1,036.58",,Car,North,Married,BR-042,Applicant applies for credit toward tuition and education costs; first-time applicant. Ref-900397.,Yes,true,No
APP-200398,TWN,Pension,2023-08-09,2021-11-05 00:00:00,68.0,70669.0,740,153209.35,0,0.791,9.19,"$4,475.03",-,Business,North,Married,BR-041,Customer seeks a loan to cover home renovation and repairs; stable employment history. Ref-900398.,No,false,No
APP-200399,TWN,Freelance,2024-05-10,22-03-2024,56.0,34376.0,644,51953.12,3,0.544,5.97,"$1,371.75",?,Business,North,Married,BR-006,Borrower seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-900399.,No,false,Yes
APP-200400,TWN,Dividend,2024-12-26,2021-11-22 00:00:00,36.0,36893.0,779,104058.38,1,0.897,3.29,"$2,817.58",Salaried,Education,North,Divorced,BR-026,Borrower requests funding for medical expenses; existing customer over 5 years. Ref-900400.,Yes,false,No
APP-200401,TWN,null,2021-10-14,11/14/2021,30.0,47865.0,777,133602.6,0,0.56,9.37,"$3,820.84",Salaried,Car,North,Single,BR-017,Borrower needs financing for medical expenses; existing customer over 5 years. Ref-900401.,Yes,false,No
APP-200402,TWN,,2024-02-08,2024/08/29,43.0,32414.0,753,85350.81,0,0.656,1.55,"$2,262.69",Unemployed,Car,North,Married,BR-020,Client requests funding for medical expenses; existing customer over 5 years. Ref-900402.,No,true,No
APP-200403,TWN,-,2023-10-26,2024-04-30 00:00:00,28.0,131448.0,769,200559.64,3,0.35,5.14,"$5,577.54",Salaried,Car,North,Married,BR-009,Borrower applies for credit toward expanding a small business; moderate credit risk profile. Ref-900403.,No,true,Yes
APP-200404,TWN,,2024-04-02,02-06-2021,49.0,30811.0,702,85094.17,0,0.639,0.92,"$2,322.12",Salaried,Car,North,Married,BR-007,Customer needs financing for a family vacation abroad; first-time applicant. Ref-900404.,No,true,Yes
APP-200405,TWN,-,2021-08-25,2023-04-10 00:00:00,34.0,41053.0,640,27923.06,0,0.154,9.65,$709.82,Salaried,Car,North,Widowed,BR-033,Borrower requests funding for tuition and education costs; stable employment history. Ref-900405.,No,false,No
APP-200406,TWN,Dividend,2022-12-01,21-10-2024,52.0,51114.0,723,124688.28,0,0.505,5.75,"$3,167.12",Unemployed,Car,North,Single,BR-028,Customer requests funding for tuition and education costs; good repayment record. Ref-900406.,Yes,false,No
APP-200407,TWN,Freelance,2024-07-11,04-09-2023,56.0,59981.0,745,83820.62,0,0.42,8.04,"$2,191.27",Salaried,Car,North,Married,BR-003,Client needs financing for a new vehicle purchase; existing customer over 5 years. Ref-900407.,No,false,No
APP-200408,TWN,n/a,2023-04-19,27-03-2023,18.0,88980.0,694,237061.05,1,0.715,2.82,"$6,524.78",Salaried,Medical,North,Single,BR-009,Applicant requests funding for a family vacation abroad; first-time applicant. Ref-900408.,No,true,No
APP-200409,TWN,null,2021-10-21,2024/05/28,?,90143.0,661,51763.84,3,0.155,8.02,"$1,557.31",Contract,Business,North,Single,BR-038,Applicant seeks a loan to cover tuition and education costs; first-time applicant. Ref-900409.,Yes,false,No
APP-200410,TWN,n/a,2021-01-01,2023-05-21 00:00:00,-,51461.0,570,99731.58,0,0.494,7.03,"$2,915.90",Salaried,Business,North,Married,BR-013,Customer requests funding for home renovation and repairs; good repayment record. Ref-900410.,No,false,No
APP-200411,TWN,NA,2023-12-04,2022/08/15,23.0,49413.0,725,33304.05,0,0.241,6.44,$889.49,Salaried,Home,North,Single,BR-026,Applicant needs financing for a family vacation abroad; first-time applicant. Ref-900411.,Yes,false,No
APP-200412,TWN,Dividend,n/a,08/28/2024,33.0,-,702,75347.1,1,0.319,9.51,"$2,212.56",Salaried,Education,North,Widowed,BR-016,Client requests funding for home renovation and repairs; existing customer over 5 years. Ref-900412.,No,false,No
APP-200413,TWN,Rental,2024-05-09,09/04/2024,37.0,90311.0,588,172653.13,1,0.442,4.33,"$5,091.84",Salaried,Home,North,Married,BR-031,Customer applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-900413.,No,true,No
APP-200414,TWN,?,2023-08-19,2024/09/12,52.0,84859.0,685,71907.08,2,0.217,4.15,"$2,168.41",Self-employed,Business,North,Married,BR-012,Customer applies for credit toward home renovation and repairs; moderate credit risk profile. Ref-900414.,Yes,false,No
APP-200415,TWN,Dividend,2022-01-08,07/10/2024,22.0,46250.0,728,103397.91,1,0.558,6.92,"$2,988.12",Contract,Car,North,Married,BR-003,Client seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-900415.,Yes,false,Yes
APP-200416,TWN,n/a,2021-11-06,16-01-2022,53.0,21384.0,670,38104.91,0,0.48,8.35,"$1,083.28",Self-employed,Home,North,Divorced,BR-032,Applicant applies for credit toward expanding a small business; existing customer over 5 years. Ref-900416.,Yes,false,No
APP-200417,TWN,n/a,2021-05-16,03/25/2024,64.0,174823.0,732,185169.65,0,0.292,3.35,"$5,319.00",Salaried,Medical,North,Married,BR-025,Customer seeks a loan to cover medical expenses; good repayment record. Ref-900417.,Yes,false,No
APP-200418,TWN,Pension,2022-05-10,2022-04-14 00:00:00,47.0,96348.0,730,177741.43,0,0.453,6.7,"$4,517.57",Contract,Education,North,Married,BR-028,Applicant seeks a loan to cover tuition and education costs; good repayment record. Ref-900418.,Yes,true,No
APP-200419,TWN,n/a,2023-05-06,07/09/2022,47.0,68299.0,576,110276.83,1,0.526,2.09,"$3,121.63",Self-employed,Home,North,Married,BR-021,Client applies for credit toward tuition and education costs; moderate credit risk profile. Ref-900419.,No,false,No
APP-200420,TWN,NA,2022-03-24,04/26/2023,,NA,657,41465.05,2,0.135,5.52,"$1,046.35",Salaried,Business,North,Single,BR-039,Customer needs financing for a family vacation abroad; existing customer over 5 years. Ref-900420.,No,false,No
APP-200421,TWN,,2022-12-30,02/11/2023,26.0,46129.0,711,104886.02,1,0.868,7.69,"$2,991.53",Salaried,Home,North,Single,BR-044,Borrower needs financing for tuition and education costs; moderate credit risk profile. Ref-900421.,Yes,false,No
APP-200422,TWN,null,2023-07-07,11-07-2024,46.0,36296.0,741,82992.0,0,0.861,0.65,"$2,382.11",Retired,Business,North,Married,BR-035,Applicant requests funding for expanding a small business; existing customer over 5 years. Ref-900422.,Yes,false,Yes
APP-200423,TWN,Pension,2022-12-01,10-09-2021,45.0,50704.0,775,140720.91,1,0.829,7.28,"$3,813.26",Salaried,Travel,North,Married,BR-020,Customer applies for credit toward a new vehicle purchase; stable employment history. Ref-900423.,No,false,Yes
APP-200424,TWN,Pension,2021-12-31,24-05-2023,49.0,NA,545,152889.39,0,0.988,0.15,"$3,969.84",Contract,Car,North,Married,BR-037,Applicant seeks a loan to cover tuition and education costs; first-time applicant. Ref-900424.,No,true,No
APP-200425,TWN,,2024-02-15,01/14/2024,71.0,43799.0,673,62452.64,0,0.346,9.58,"$1,740.15",Salaried,Education,North,Single,BR-023,Client needs financing for medical expenses; existing customer over 5 years. Ref-900425.,Yes,false,Yes
APP-200426,TWN,Freelance,2023-11-15,2022/10/03,49.0,28895.0,727,60903.79,0,0.544,4.69,"$1,575.58",Salaried,Car,North,Married,BR-012,Client needs financing for a family vacation abroad; stable employment history. Ref-900426.,No,false,No
APP-200427,TWN,null,2022-11-08,2024/07/24,null,51211.0,762,103415.59,1,0.771,4.09,"$2,804.55",Self-employed,Car,North,Married,BR-038,Borrower needs financing for home renovation and repairs; good repayment record. Ref-900427.,No,true,No
APP-200428,TWN,Freelance,NA,2024/01/03,59.0,null,794,50401.75,0,0.186,7.2,"$1,457.70",Unemployed,Business,North,Married,BR-027,Applicant seeks a loan to cover home renovation and repairs; existing customer over 5 years. Ref-900428.,No,true,No
APP-200429,TWN,n/a,2022-12-27,2021-08-23 00:00:00,24.0,46749.0,613,107973.19,2,0.804,5.23,"$2,718.58",Contract,Medical,North,Married,BR-034,Client applies for credit toward a new vehicle purchase; existing customer over 5 years. Ref-900429.,Yes,false,Yes
APP-200430,TWN,,2022-06-11,10-08-2021,26.0,60536.0,652,71515.46,0,0.428,7.31,"$2,159.60",Salaried,Car,North,Married,BR-039,Client seeks a loan to cover a new vehicle purchase; existing customer over 5 years. Ref-900430.,Yes,false,Yes
APP-200431,TWN,?,2022-12-13,2023/12/24,35.0,21261.0,605,33213.02,0,0.532,0.85,$993.94,Contract,Business,North,Married,BR-026,Client seeks a loan to cover home renovation and repairs; existing customer over 5 years. Ref-900431.,No,true,Yes
APP-200432,TWN,null,2021-07-02,05-07-2022,32.0,53970.0,734,110727.38,0,0.596,5.63,"$2,993.35",,Car,North,Married,BR-027,Client seeks a loan to cover a family vacation abroad; stable employment history. Ref-900432.,Yes,true,No
APP-200433,TWN,,2022-10-26,10/11/2023,48.0,56332.0,586,99206.74,0,0.486,5.58,"$2,933.65",Salaried,Medical,South,Married,BR-009,Customer requests funding for a new vehicle purchase; good repayment record. Ref-900433.,No,true,No
APP-200434,TWN,Pension,2021-03-16,17-01-2024,36.0,32434.0,760,38916.96,2,0.254,9.32,"$1,149.50",Salaried,Car,South,Married,BR-012,Borrower needs financing for a family vacation abroad; good repayment record. Ref-900434.,No,false,Yes
APP-200435,TWN,Pension,2022-08-16,02/23/2021,61.0,25216.0,743,67650.8,1,1.001,0.4,"$1,958.10",Unemployed,Business,North,Married,BR-010,Applicant requests funding for expanding a small business; first-time applicant. Ref-900435.,No,false,Yes
APP-200436,TWN,Dividend,?,29-10-2023,?,73564.0,712,54032.08,2,0.249,4.53,"$1,476.62",Salaried,Home,North,Married,BR-033,Customer needs financing for a family vacation abroad; first-time applicant. Ref-900436.,Yes,false,No
APP-200437,TWN,Dividend,2021-08-23,2024/08/31,49.0,39942.0,528,80160.05,2,0.427,6.31,"$2,165.32",NA,Car,North,Single,BR-002,Applicant seeks a loan to cover expanding a small business; moderate credit risk profile. Ref-900437.,Yes,true,No
APP-200438,TWN,?,2021-07-06,2024/04/21,35.0,76434.0,631,73543.84,2,0.353,5.51,"$1,921.67",Contract,Home,North,Married,BR-017,Borrower applies for credit toward medical expenses; existing customer over 5 years. Ref-900438.,No,true,Yes
APP-200439,TWN,NA,2022-03-08,12/01/2022,47.0,null,730,136464.03,2,0.723,0.74,"$4,019.99",Retired,Home,North,Divorced,BR-017,Customer requests funding for tuition and education costs; stable employment history. Ref-900439.,Yes,false,No
APP-200440,TWN,Dividend,2024-08-15,26-11-2022,50.0,81765.0,580,232304.06,1,1.052,5.93,"$6,674.49",Salaried,Car,North,Married,BR-029,Applicant needs financing for medical expenses; stable employment history. Ref-900440.,No,false,Yes
APP-200441,TWN,null,2022-01-22,01/29/2022,27.0,50544.0,661,115449.61,3,0.525,2.22,"$3,506.93",Contract,Home,North,Married,BR-040,Customer needs financing for a family vacation abroad; moderate credit risk profile. Ref-900441.,No,true,No
APP-200442,TWN,null,2024-10-06,2022-12-29 00:00:00,NA,-,671,76403.08,0,0.554,1.96,"$2,172.66",Self-employed,Home,North,Married,BR-038,Applicant requests funding for home renovation and repairs; first-time applicant. Ref-900442.,Yes,true,No
APP-200443,TWN,Rental,2021-12-29,2021/02/14,48.0,57341.0,739,138532.29,1,0.898,8.79,"$3,466.49",Self-employed,Car,North,Married,BR-038,Borrower applies for credit toward expanding a small business; first-time applicant. Ref-900443.,No,true,No
APP-200444,TWN,,2021-03-25,2021-10-09 00:00:00,43.0,50811.0,697,108493.77,1,0.807,1.98,"$2,833.12",Salaried,Medical,North,Married,BR-024,Borrower applies for credit toward tuition and education costs; first-time applicant. Ref-900444.,No,false,No
APP-200445,TWN,?,2024-02-17,2024-02-16 00:00:00,59.0,n/a,697,197024.25,0,0.707,4.54,"$4,974.60",Retired,Car,North,Married,BR-018,Applicant needs financing for home renovation and repairs; first-time applicant. Ref-900445.,No,true,No
APP-200446,TWN,,2021-06-23,2022/04/01,55.0,47796.0,647,132724.66,1,1.063,7.5,"$3,532.06",Retired,Home,North,Married,BR-021,Customer seeks a loan to cover a family vacation abroad; good repayment record. Ref-900446.,Yes,false,No
APP-200447,TWN,Pension,2021-06-16,09-05-2022,30.0,49191.0,678,51265.65,2,0.227,7.07,"$1,445.14",Salaried,Car,West,Married,BR-003,Applicant applies for credit toward expanding a small business; stable employment history. Ref-900447.,No,false,No
APP-200448,TWN,Dividend,2023-02-19,17-10-2023,41.0,92036.0,669,213819.4,3,0.534,5.53,"$6,000.85",Contract,Car,North,Divorced,BR-022,Client needs financing for expanding a small business; existing customer over 5 years. Ref-900448.,Yes,true,No
APP-200449,TWN,,2021-10-27,2023-01-20 00:00:00,30.0,107275.0,728,101739.83,2,0.374,8.07,"$2,885.86",Salaried,Home,North,Married,BR-012,Borrower requests funding for medical expenses; existing customer over 5 years. Ref-900449.,Yes,false,No
APP-200450,TWN,Dividend,2023-06-02,2022-10-13 00:00:00,47.0,87529.0,665,144624.36,0,0.641,4.66,"$3,910.96",Salaried,Car,North,Married,BR-029,Borrower requests funding for tuition and education costs; existing customer over 5 years. Ref-900450.,No,false,No
APP-200451,TWN,Rental,2023-02-08,10/12/2021,30.0,100599.0,749,135768.59,0,0.457,6.2,"$4,083.58",Salaried,Car,North,Single,BR-041,Borrower applies for credit toward a family vacation abroad; existing customer over 5 years. Ref-900451.,No,true,No
APP-200452,TWN,,2023-11-09,2022/05/12,51.0,75140.0,560,156633.03,2,0.557,8.19,"$4,296.21",Contract,Car,North,Married,BR-042,Client requests funding for home renovation and repairs; moderate credit risk profile. Ref-900452.,Yes,true,Yes
APP-200453,TWN,n/a,2022-04-02,2023-06-06 00:00:00,45.0,88007.0,761,184589.01,1,0.719,6.78,"$4,857.06",Self-employed,Education,North,Married,BR-030,Customer seeks a loan to cover a new vehicle purchase; moderate credit risk profile. Ref-900453.,No,false,No
APP-200454,TWN,?,2022-02-13,2023/06/16,52.0,null,666,255981.46,1,0.551,6.42,"$6,986.81",Salaried,Travel,North,Married,BR-023,Applicant requests funding for home renovation and repairs; first-time applicant. Ref-900454.,Yes,false,No
APP-200455,TWN,Pension,2021-12-17,2022/08/03,38.0,?,756,190449.11,1,0.704,4.06,"$5,168.80",Contract,Travel,North,Married,BR-003,Customer applies for credit toward a new vehicle purchase; moderate credit risk profile. Ref-900455.,Yes,false,No
APP-200456,TWN,n/a,2023-12-30,20-09-2023,23.0,61788.0,684,40956.97,2,0.246,5.58,"$1,064.88",Salaried,Education,West,Single,BR-029,Client needs financing for a new vehicle purchase; existing customer over 5 years. Ref-900456.,No,false,No
APP-200457,TWN,-,2022-06-30,2024-03-23 00:00:00,61.0,64285.0,737,59974.8,0,0.229,3.96,"$1,690.41",Self-employed,Car,South,Married,BR-030,Customer requests funding for home renovation and repairs; good repayment record. Ref-900457.,Yes,false,No
APP-200458,TWN,Freelance,2024-05-29,2021/05/16,38.0,199272.0,781,121928.31,1,0.138,7.44,"$3,405.81",Salaried,Home,North,Married,BR-031,Borrower seeks a loan to cover a family vacation abroad; good repayment record. Ref-900458.,No,true,No
APP-200459,TWN,Dividend,2023-01-03,2023-08-31 00:00:00,57.0,60285.0,639,137209.98,1,0.679,3.8,"$3,441.63",Retired,Car,North,Married,BR-007,Client seeks a loan to cover a family vacation abroad; stable employment history. Ref-900459.,Yes,false,Yes
APP-200460,TWN,Pension,2024-03-05,11/14/2023,?,53188.0,683,72634.75,1,0.457,4.67,"$1,936.69",Salaried,Home,North,Married,BR-036,Applicant requests funding for home renovation and repairs; good repayment record. Ref-900460.,Yes,true,No
APP-200461,TWN,-,2023-09-12,2023/11/20,,,666,146600.56,1,0.77,7.55,"$3,760.32",Contract,Education,North,Single,BR-005,Customer requests funding for tuition and education costs; existing customer over 5 years. Ref-900461.,No,false,No
APP-200462,TWN,n/a,2023-10-09,02/22/2022,62.0,58884.0,692,60991.35,0,0.377,5.04,"$1,639.69",Unemployed,Home,North,Married,BR-005,Applicant needs financing for home renovation and repairs; good repayment record. Ref-900462.,Yes,false,No
APP-200463,TWN,NA,2024-11-20,2022/01/02,44.0,67650.0,566,195590.18,2,1.103,3.38,"$5,072.17",Self-employed,Education,North,Married,BR-017,Borrower applies for credit toward a family vacation abroad; moderate credit risk profile. Ref-900463.,No,false,No
APP-200464,TWN,Freelance,2022-10-24,10/02/2022,57.0,34011.0,666,81331.36,1,0.582,8.27,"$2,063.92",Contract,Home,North,Married,BR-026,Customer needs financing for a new vehicle purchase; good repayment record. Ref-900464.,No,false,Yes
APP-200465,TWN,null,2024-05-29,04-04-2021,22.0,22242.0,661,53503.43,2,0.666,3.81,"$1,448.12",Salaried,Home,North,Divorced,BR-003,Applicant needs financing for a new vehicle purchase; moderate credit risk profile. Ref-900465.,No,false,Yes
APP-200466,TWN,Pension,2024-04-18,21-03-2022,50.0,69399.0,623,140118.16,2,0.741,8.45,"$3,534.90",Salaried,Home,North,Single,BR-006,Applicant seeks a loan to cover medical expenses; existing customer over 5 years. Ref-900466.,Yes,false,No
APP-200467,TWN,Dividend,2022-09-20,2024/07/08,37.0,26822.0,664,72735.07,0,0.815,7.85,"$1,845.51",Self-employed,Car,South,Married,BR-010,Borrower seeks a loan to cover a family vacation abroad; existing customer over 5 years. Ref-900467.,Yes,true,Yes
APP-200468,TWN,n/a,2023-10-14,2024-05-03 00:00:00,38.0,68143.0,571,73991.08,0,0.379,4.47,"$2,147.49",Self-employed,Home,North,Married,BR-002,Customer applies for credit toward home renovation and repairs; first-time applicant. Ref-900468.,No,false,No
APP-200469,TWN,null,2022-10-22,2024/09/28,40.0,64235.0,774,171657.13,0,0.702,7.13,"$4,504.94",Retired,Home,North,Married,BR-011,Applicant applies for credit toward tuition and education costs; existing customer over 5 years. Ref-900469.,Yes,false,Yes
APP-200470,TWN,n/a,2023-09-01,2021/02/10,44.0,106559.0,709,287940.43,0,0.982,0.34,"$8,422.87",Salaried,Home,North,Married,BR-007,Client needs financing for home renovation and repairs; stable employment history. Ref-900470.,No,true,No
APP-200471,TWN,Pension,2022-08-30,2023-07-29 00:00:00,60.0,138012.0,808,278244.65,1,0.74,3.9,"$7,598.27",Salaried,Home,North,Single,BR-012,Client requests funding for a new vehicle purchase; first-time applicant. Ref-900471.,No,false,No
APP-200472,TWN,-,2022-12-21,2021-03-23 00:00:00,18.0,71958.0,617,154951.05,1,0.764,8.6,"$4,363.67",Salaried,Home,North,Single,BR-045,Applicant requests funding for home renovation and repairs; good repayment record. Ref-900472.,Yes,false,No
APP-200473,TWN,Pension,2021-12-15,09/07/2024,41.0,45389.0,597,48657.54,1,0.403,5.8,"$1,442.14",Unemployed,Home,North,Single,BR-011,Borrower needs financing for home renovation and repairs; good repayment record. Ref-900473.,No,false,Yes
APP-200474,TWN,,2023-07-18,2023-01-27 00:00:00,31.0,33276.0,697,57510.85,1,0.481,5.58,"$1,471.52",Salaried,Medical,North,Married,BR-028,Borrower requests funding for a family vacation abroad; existing customer over 5 years. Ref-900474.,Yes,true,No
APP-200475,TWN,?,2024-10-21,29-10-2023,54.0,40300.0,562,79278.58,1,0.597,6.65,"$1,992.32",Salaried,Car,North,Married,BR-026,Customer requests funding for a family vacation abroad; stable employment history. Ref-900475.,No,false,Yes
APP-200476,TWN,?,2022-06-01,2021-12-07 00:00:00,35.0,61083.0,693,78817.85,2,0.466,6.78,"$2,125.30",?,Education,North,Married,BR-036,Applicant applies for credit toward expanding a small business; moderate credit risk profile. Ref-900476.,Yes,true,No
APP-200477,TWN,Freelance,2021-04-11,2023-06-04 00:00:00,45.0,21276.0,629,12885.83,0,0.209,5.84,$390.40,Self-employed,Education,North,Single,BR-032,Client needs financing for a new vehicle purchase; stable employment history. Ref-900477.,Yes,false,Yes
APP-200478,TWN,?,2023-10-31,05/17/2024,,62170.0,655,178677.2,2,0.883,4.21,"$4,823.19",Salaried,Education,North,Married,BR-027,Client needs financing for a family vacation abroad; stable employment history. Ref-900478.,Yes,true,No
APP-200479,TWN,NA,2021-10-27,09/04/2022,48.0,n/a,695,149670.17,0,0.521,1.83,"$4,082.04",Self-employed,Education,North,Widowed,BR-018,Client needs financing for tuition and education costs; good repayment record. Ref-900479.,No,false,Yes
APP-200480,TWN,?,2023-10-14,03/02/2024,52.0,82638.0,681,116759.05,1,0.344,2.93,"$3,312.97",Salaried,Business,North,Married,BR-029,Applicant applies for credit toward a new vehicle purchase; good repayment record. Ref-900480.,Yes,true,No
APP-200481,TWN,?,2023-08-25,2022-06-04 00:00:00,35.0,50650.0,806,92701.49,0,0.532,2.93,"$2,318.23",Unemployed,Home,North,Married,BR-021,Customer needs financing for a new vehicle purchase; first-time applicant. Ref-900481.,No,true,No
APP-200482,TWN,n/a,2024-10-17,11/26/2021,41.0,63008.0,721,124613.42,0,0.693,4.31,"$3,525.56",Contract,Car,North,Single,BR-016,Borrower requests funding for medical expenses; stable employment history. Ref-900482.,No,false,Yes
APP-200483,TWN,null,2023-05-11,2022-12-16 00:00:00,23.0,41437.0,588,119955.96,2,1.103,9.99,"$3,436.65",Contract,Home,North,Separated,BR-037,Applicant seeks a loan to cover tuition and education costs; moderate credit risk profile. Ref-900483.,Yes,false,Yes
APP-200484,TWN,n/a,2021-06-25,2023-09-25 00:00:00,44.0,47476.0,745,90019.8,1,0.753,3.53,"$2,705.06",NA,Car,North,Widowed,BR-030,Client needs financing for medical expenses; stable employment history. Ref-900484.,No,false,Yes
APP-200485,TWN,Dividend,2022-02-11,2021/11/21,135.0,24671.0,585,56961.03,2,0.639,4.47,"$1,628.18",Salaried,Business,North,Widowed,BR-033,Borrower seeks a loan to cover expanding a small business; existing customer over 5 years. Ref-900485.,Yes,false,Yes
APP-200486,TWN,Rental,2022-02-01,02-02-2023,33.0,63692.0,684,159731.43,2,0.986,3.72,"$4,584.79",Salaried,Car,North,Married,BR-013,Borrower requests funding for expanding a small business; moderate credit risk profile. Ref-900486.,No,false,No
APP-200487,TWN,?,2024-09-29,09/17/2022,53.0,129881.0,591,97572.64,1,0.208,5.81,"$2,490.20",Salaried,Business,North,Single,BR-003,Borrower seeks a loan to cover a new vehicle purchase; stable employment history. Ref-900487.,No,false,No
APP-200488,TWN,Rental,2024-06-09,2024-06-07 00:00:00,18.0,64946.0,620,126944.02,0,0.462,9.48,"$3,487.19",Salaried,Education,North,Married,BR-025,Applicant needs financing for medical expenses; good repayment record. Ref-900488.,No,false,Yes
APP-200489,TWN,n/a,2022-08-21,2023/01/12,18.0,?,768,203086.37,0,1.09,8.89,"$5,314.68",Salaried,Home,North,Single,BR-019,Client seeks a loan to cover a family vacation abroad; good repayment record. Ref-900489.,No,false,Yes
APP-200490,TWN,null,2024-07-04,2021/01/24,23.0,36651.0,639,93825.61,0,0.566,3.77,"$2,504.53",Salaried,Home,North,Married,BR-024,Client needs financing for tuition and education costs; existing customer over 5 years. Ref-900490.,Yes,true,No
APP-200491,TWN,Freelance,2023-05-21,2021/02/15,34.0,122473.0,633,343519.36,3,0.828,2.67,"$8,730.51",Salaried,Education,North,Married,BR-002,Borrower needs financing for tuition and education costs; good repayment record. Ref-900491.,No,true,No
APP-200492,TWN,null,2022-04-05,2023/01/12,40.0,40802.0,639,36956.15,1,0.322,8.84,"$1,003.38",Contract,Travel,North,Married,BR-025,Client applies for credit toward a new vehicle purchase; moderate credit risk profile. Ref-900492.,No,true,No
APP-200493,TWN,n/a,2021-05-13,2022-07-29 00:00:00,39.0,89401.0,656,218508.55,1,0.795,4.94,"$5,644.77",Contract,Home,North,Married,BR-027,Customer applies for credit toward expanding a small business; moderate credit risk profile. Ref-900493.,No,false,No
APP-200494,TWN,,2024-08-26,11-04-2021,39.0,63175.0,777,75654.16,2,0.443,6.86,"$2,018.51",Contract,Travel,North,Single,BR-006,Client applies for credit toward expanding a small business; first-time applicant. Ref-900494.,No,false,No
APP-200495,TWN,-,2024-07-24,2022-02-20 00:00:00,null,37066.0,596,99691.73,0,0.823,0.73,"$2,510.80",Self-employed,Education,North,Married,BR-037,Applicant requests funding for home renovation and repairs; stable employment history. Ref-900495.,No,false,No
APP-200496,TWN,n/a,2023-12-27,2022-05-17 00:00:00,34.0,100067.0,592,246236.7,3,0.711,8.67,"$7,489.58",Salaried,Home,North,Married,BR-024,Applicant seeks a loan to cover a new vehicle purchase; moderate credit risk profile. Ref-900496.,No,false,Yes
APP-200497,TWN,Rental,2021-05-31,07/15/2023,25.0,?,718,86736.04,1,0.385,3.13,"$2,365.88",Salaried,Home,North,Married,BR-038,Applicant requests funding for a family vacation abroad; moderate credit risk profile. Ref-900497.,No,false,No
APP-200498,TWN,Freelance,2023-03-26,10/31/2021,25.0,65471.0,567,127558.11,1,0.633,4.95,"$3,425.03",Salaried,Business,West,Married,BR-013,Borrower needs financing for home renovation and repairs; moderate credit risk profile. Ref-900498.,No,false,Yes
APP-200499,TWN,-,2022-07-30,31-03-2024,65.0,75062.0,652,125625.55,1,0.524,1.98,"$3,620.48",Self-employed,Business,North,Married,BR-035,Customer needs financing for tuition and education costs; existing customer over 5 years. Ref-900499.,Yes,false,No
APP-200500,TWN,-,2023-09-24,10/03/2023,18.0,NA,756,169019.25,0,0.861,4.2,"$4,930.04",Retired,Education,North,Married,BR-001,Borrower applies for credit toward expanding a small business; existing customer over 5 years. Ref-900500.,Yes,false,No
APP-200501,TWN,?,2024-07-16,06/17/2023,38.0,49545.0,677,93375.12,0,0.633,8.28,"$2,686.54",Salaried,Travel,North,Single,BR-013,Applicant needs financing for a new vehicle purchase; moderate credit risk profile. Ref-900501.,Yes,true,No
APP-200502,TWN,n/a,2023-02-21,2023/11/04,199.0,?,644,52450.54,3,0.209,8.28,"$1,403.30",Salaried,Medical,North,Single,BR-035,Client needs financing for tuition and education costs; moderate credit risk profile. Ref-900502.,No,false,Yes
APP-200503,TWN,?,2024-10-11,2023-08-28 00:00:00,46.0,48904.0,628,89915.45,0,0.623,4.74,"$2,519.91",Contract,Travel,North,Married,BR-024,Borrower applies for credit toward a family vacation abroad; first-time applicant. Ref-900503.,Yes,false,No
APP-200504,TWN,Dividend,2021-10-10,23-05-2021,30.0,61863.0,614,33901.15,0,0.164,7.68,$928.54,Salaried,Car,North,Married,BR-006,Customer seeks a loan to cover home renovation and repairs; stable employment history. Ref-900504.,No,true,No
APP-200505,TWN,n/a,2024-08-12,06/16/2023,40.0,?,636,36023.51,2,0.298,4.58,"$1,051.68",NA,Car,North,Married,BR-025,Borrower applies for credit toward a new vehicle purchase; stable employment history. Ref-900505.,No,false,No
APP-200506,TWN,-,2024-06-28,2021-10-25 00:00:00,50.0,28423.0,687,49090.76,1,0.416,3.73,"$1,334.21",Retired,Car,North,Married,BR-043,Applicant applies for credit toward a new vehicle purchase; stable employment history. Ref-900506.,Yes,false,Yes
APP-200507,TWN,NA,2024-04-23,10-01-2022,54.0,42762.0,763,70714.3,4,0.45,5.46,"$2,130.61",Salaried,Home,North,Single,BR-005,Customer needs financing for a new vehicle purchase; existing customer over 5 years. Ref-900507.,No,false,No
